iter	Logloss
381	0.1369944826
382	0.1368364524
383	0.136738345
384	0.1364877924
385	0.1364217278
386	0.1362325664
387	0.1360455099
388	0.135866293
389	0.1357023248
390	0.135583356
391	0.1354262476
392	0.1352393777
393	0.1350362892
394	0.1348468367
395	0.134676954
396	0.1346264151
397	0.1344774326
398	0.1343287788
399	0.1341997836
400	0.1341191443
401	0.1339609251
402	0.1338491722
403	0.1336375769
404	0.133471863
405	0.1333760354
406	0.1332573909
407	0.1332066933
408	0.1330644694
409	0.1329315814
410	0.1328922247
411	0.1327866227
412	0.1326816458
413	0.1325929069
414	0.1324545483
415	0.1322284805
416	0.1320924226
417	0.132018003
418	0.1319053981
419	0.1318039861
420	0.1315292142
421	0.1314395974
422	0.1313588227
423	0.1312571724
424	0.1311865773
425	0.1311135575
426	0.130911585
427	0.1308016194
428	0.1306800113
429	0.1306093485
430	0.1305517432
431	0.1304635046
432	0.1303372853
433	0.1301460709
434	0.1300172767
435	0.1299112999
436	0.1298198913
437	0.1297702587
438	0.1296262823
439	0.1295366423
440	0.1294792079
441	0.1293192618
442	0.1292326741
443	0.1290291894
444	0.1288813173
445	0.1287144155
446	0.1286026468
447	0.1284898996
448	0.1284070757
449	0.1282846069
450	0.1281863359
451	0.1280136109
452	0.1278283762
453	0.1275898123
454	0.1274536778
455	0.1273884821
456	0.1273330116
457	0.127275725
458	0.1272039117
459	0.1270770904
460	0.1269264196
461	0.1268375293
462	0.1267645893
463	0.1266551057
464	0.1265563522
465	0.1264820536
466	0.1263904953
467	0.1262915628
468	0.126171631
469	0.1260956232
470	0.1260347008
471	0.1259920138
472	0.1259236021
473	0.1257375648
474	0.1255882107
475	0.1255249046
476	0.1254654176
477	0.1253679999
478	0.1251722334
479	0.1250659525
480	0.1250168889
481	0.1249343321
482	0.1248169965
483	0.1247234791
484	0.1246423836
485	0.1245388403
486	0.1244385002
487	0.1243835318
488	0.124322686
489	0.1243011375
490	0.1241944619
491	0.1241159256
492	0.1240496413
493	0.1239608762
494	0.123870251
495	0.1238141661
496	0.1237375899
497	0.1236904254
498	0.1235913575
499	0.1235059522
500	0.123437451
501	0.1234039165
502	0.1232996179
503	0.1232079835
504	0.1231517837
505	0.1230201241
506	0.122926116
507	0.1228827601
508	0.1227971541
509	0.1227333968
510	0.1226122325
511	0.1225188792
512	0.1223597042
513	0.1222324985
514	0.1221828432
515	0.1221126391
516	0.1220539289
517	0.122022637
518	0.1218508468
519	0.1217317397
520	0.1216356122
521	0.1215845122
522	0.1214960131
523	0.1214589013
524	0.1214041158
525	0.1212774483
526	0.1212316793
527	0.1211388122
528	0.1210135476
529	0.1209626877
530	0.1208901856
531	0.1208012218
532	0.1206963851
533	0.1205821208
534	0.1205074064
535	0.1204457179
536	0.1202869097
537	0.1201989341
538	0.1201364702
539	0.1200933548
540	0.1199952996
541	0.1198926261
542	0.1198420715
543	0.1197338374
544	0.1196704821
545	0.1195718071
546	0.1195248726
547	0.1194830245
548	0.1194295694
549	0.1193673232
550	0.1192630732
551	0.1191730004
552	0.1190613185
553	0.1189635383
554	0.1189007344
555	0.1188663175
556	0.1187848384
557	0.1187301754
558	0.1186389239
559	0.1185838574
560	0.1185132872
561	0.1184519199
562	0.1184332296
563	0.118296566
564	0.1182435241
565	0.1181875938
566	0.1180793324
567	0.1180325716
568	0.1179870868
569	0.1179336148
570	0.1178666213
571	0.11780146
572	0.1177170924
573	0.1176851294
574	0.1176105609
575	0.1175431949
576	0.1174735137
577	0.1173566064
578	0.1172927806
579	0.1172201298
580	0.1170579471
581	0.1169832046
582	0.1168586764
583	0.1167556048
584	0.116669318
585	0.1166109292
586	0.1165784079
587	0.1164993168
588	0.116461754
589	0.1163984233
590	0.1163396881
591	0.1162502444
592	0.1161999318
593	0.1161461722
594	0.1160722191
595	0.1160067839
596	0.1159456658
597	0.1158947712
598	0.1158213478
599	0.115766713
600	0.1157023819
601	0.1156511259
602	0.1156053591
603	0.1155594908
604	0.115475902
605	0.1154422121
606	0.1153744717
607	0.1152493702
608	0.1151594775
609	0.1150620512
610	0.1150234602
611	0.114938631
612	0.1148485314
613	0.114761141
614	0.1147055763
615	0.1145978125
616	0.1145284471
617	0.1144507298
618	0.1143698422
619	0.1142956683
620	0.1141472554
621	0.1140036344
622	0.1139605956
623	0.1139285231
624	0.1138648357
625	0.1137703446
626	0.1136460729
627	0.1135919262
628	0.113523916
629	0.1134260098
630	0.1133691395
631	0.1133274097
632	0.1132738092
633	0.1131889405
634	0.1131482584
635	0.1130785163
636	0.1130047117
637	0.1129571259
638	0.1129040249
639	0.1128294639
640	0.1127357815
641	0.1126444459
642	0.1125092531
643	0.1124170563
644	0.1123413854
645	0.112287266
646	0.1122188514
647	0.1121189223
648	0.1120302763
649	0.1119839897
650	0.1119357596
651	0.1118879892
652	0.1118353057
653	0.1117797618
654	0.1116959543
655	0.1116533703
656	0.1116062126
657	0.1115653272
658	0.1115261586
659	0.1114699267
660	0.1114044923
661	0.1113457215
662	0.1113011842
663	0.1112241796
664	0.1111623808
665	0.1110975458
666	0.1110429156
667	0.1109697314
668	0.110919328
669	0.1109003833
670	0.1108702406
671	0.1107784227
672	0.1106797512
673	0.11061518
674	0.1105141803
675	0.1104878464
676	0.1104653905
677	0.1103783329
678	0.1103024449
679	0.1102157002
680	0.1101818263
681	0.1100937435
682	0.1100360484
683	0.1099830718
684	0.1099075816
685	0.1098588861
686	0.1097655178
687	0.1096997256
688	0.1095947333
689	0.1095534933
690	0.1095274216
691	0.1094755739
692	0.1094066021
693	0.1093086248
694	0.1092384733
695	0.1091619101
696	0.1090989209
697	0.1090546035
698	0.1089983179
699	0.1089633002
700	0.1088525177
701	0.1088202384
702	0.1087667218
703	0.1087222492
704	0.108642274
705	0.1085894685
706	0.1085374337
707	0.108451111
708	0.1084104206
709	0.1083585528
710	0.108310205
711	0.1082029924
712	0.1081307337
713	0.1080258107
714	0.1079688093
715	0.1079009208
716	0.1078283471
717	0.1077839088
718	0.1076778482
719	0.1075836738
720	0.1074954402
721	0.1074319321
722	0.1073377388
723	0.107276474
724	0.1071812152
725	0.107106473
726	0.1070715372
727	0.1069516972
728	0.1069076192
729	0.1068605146
730	0.1067825155
731	0.1067262175
732	0.1066743017
733	0.106636685
734	0.1065394827
735	0.1064858028
736	0.1064285728
737	0.1063355829
738	0.1062873674
739	0.1062111622
740	0.1061304642
741	0.1060343571
742	0.1059551759
743	0.1058950025
744	0.1058336783
745	0.1057707512
746	0.1057236179
747	0.105675872
748	0.1056043346
749	0.1055264513
750	0.1054548647
751	0.1054048225
752	0.1053318486
753	0.1052672542
754	0.1052299294
755	0.1051893569
756	0.1051296041
757	0.1050971459
758	0.1050440646
759	0.1049675426
760	0.104903394
761	0.104880975
762	0.1048144155
763	0.1047607602
764	0.104720155
765	0.1046690665
766	0.1045708131
767	0.1045064252
768	0.1044184304
769	0.1043467892
770	0.1042393777
771	0.1042029671
772	0.1041054172
773	0.1040399334
774	0.1039315681
775	0.1038367457
776	0.1037639454
777	0.1036710547
778	0.103595827
779	0.1035220779
780	0.1034565436
781	0.1034074831
782	0.1033577607
783	0.1033226187
784	0.1032729844
785	0.1032008584
786	0.1031731724
787	0.1030982772
788	0.1030486452
789	0.1029902176
790	0.1029167046
791	0.1028876038
792	0.1028198799
793	0.1027583296
794	0.1027090548
795	0.1026064315
796	0.1025655423
797	0.102534692
798	0.1025057708
799	0.1024283386
800	0.1023633537
801	0.10229902
802	0.1022635363
803	0.102189322
804	0.1021201293
805	0.1020345012
806	0.1019814565
807	0.101931347
808	0.1018692936
809	0.1017757614
810	0.1017146174
811	0.1016275184
812	0.1015246093
813	0.1014335098
814	0.1013923227
815	0.1013432034
816	0.1012962476
817	0.1012359825
818	0.1011699267
819	0.1010802779
820	0.1010319781
821	0.1009912172
822	0.1009288233
823	0.100888114
824	0.1008553409
825	0.1007887015
826	0.1007117419
827	0.1006389116
828	0.100614494
829	0.1005276492
830	0.1004505369
831	0.1004329814
832	0.1003422105
833	0.1002724477
834	0.1001875568
835	0.1001147464
836	0.1000627678
837	0.1000176844
838	0.09999158349
839	0.09988835458
840	0.09983222433
841	0.09975995942
842	0.0997036462
843	0.09967532693
844	0.09963023435
845	0.09957375846
846	0.09955162536
847	0.09953161607
848	0.09948116809
849	0.0994063623
850	0.09933202219
851	0.09919103372
852	0.09914631527
853	0.09912657078
854	0.09909711798
855	0.09905295895
856	0.09901849462
857	0.0989510605
858	0.09892188788
859	0.09888579105
860	0.09885029388
861	0.09881653301
862	0.09876276945
863	0.09869825131
864	0.09864161956
865	0.09861269179
866	0.09856426086
867	0.09849579971
868	0.09846701809
869	0.0984165938
870	0.09829921361
871	0.09825046422
872	0.09820511612
873	0.09815865438
874	0.09810237505
875	0.09802004219
876	0.09793020178
877	0.09788849619
878	0.09783097107
879	0.09776220437
880	0.09774197166
881	0.09770489193
882	0.09768001178
883	0.09761922134
884	0.09755551595
885	0.09751126537
886	0.09743579402
887	0.097345319
888	0.09732475114
889	0.09727667792
890	0.09723112932
891	0.09720166374
892	0.09712397239
893	0.09704881753
894	0.09699164045
895	0.09693292449
896	0.09689373915
897	0.09687498904
898	0.09680405266
899	0.0967776041
900	0.09674756617
901	0.09672075381
902	0.09669817864
903	0.09662397286
904	0.09659545743
905	0.09650549304
906	0.09645962331
907	0.09640023204
908	0.09634797143
909	0.09631738567
910	0.09626407869
911	0.09624103933
912	0.09620081238
913	0.0961614045
914	0.09609102811
915	0.09602831702
916	0.09599802345
917	0.09590699623
918	0.09583820836
919	0.09575924942
920	0.09572197439
921	0.09557721178
922	0.09553587411
923	0.09550386961
924	0.09547130117
925	0.09542423824
926	0.09537917121
927	0.09532195747
928	0.09530295786
929	0.09524710056
930	0.09520028484
931	0.09513886618
932	0.09510856319
933	0.09507460192
934	0.09504023841
935	0.09500000563
936	0.09494042404
937	0.09487698026
938	0.09484201326
939	0.09480316169
940	0.09469811047
941	0.09462643184
942	0.0945555148
943	0.09453000188
944	0.09447613774
945	0.09441481412
946	0.0943203997
947	0.09430089312
948	0.09423947675
949	0.09420742488
950	0.09410491228
951	0.09403263736
952	0.09399825861
953	0.09394913906
954	0.09392327915
955	0.09388651191
956	0.09384078861
957	0.09381800116
958	0.09379407544
959	0.09370465531
960	0.09369101616
961	0.0936320216
962	0.09357734974
963	0.09354189711
964	0.09349722153
965	0.09344390419
966	0.09339749664
967	0.09332165193
968	0.09327430746
969	0.09325365478
970	0.09318499382
971	0.09315417157
972	0.09313040304
973	0.09307315093
974	0.09302754097
975	0.0929795876
976	0.09292548004
977	0.09288345764
978	0.0928574678
979	0.09283141132
980	0.09278789228
981	0.09276609979
982	0.09270309451
983	0.09267763625
984	0.092656471
985	0.09261992429
986	0.09255558121
987	0.09252626448
988	0.09249713073
989	0.09243581698
990	0.09234220892
991	0.0923175673
992	0.09225340375
993	0.09218562236
994	0.09215769269
995	0.09211413669
996	0.09207712642
997	0.09201012346
998	0.09192985524
999	0.09191810866
