iter	Passed	Remaining
905	3239	336
906	3243	332
907	3248	329
908	3252	325
909	3255	321
910	3258	318
911	3263	314
912	3267	311
913	3270	307
914	3272	304
915	3279	300
916	3282	297
917	3286	293
918	3290	289
919	3295	286
920	3299	283
921	3302	279
922	3311	276
923	3317	272
924	3320	269
925	3327	265
926	3331	262
927	3335	258
928	3342	255
929	3345	251
930	3348	248
931	3352	244
932	3361	241
933	3364	237
934	3368	234
935	3379	231
936	3386	227
937	3395	224
938	3398	220
939	3401	217
940	3405	213
941	3409	209
942	3411	206
943	3414	202
944	3418	198
945	3423	195
946	3427	191
947	3432	188
948	3439	184
949	3443	181
950	3446	177
951	3450	173
952	3455	170
953	3459	166
954	3462	163
955	3468	159
956	3472	156
957	3477	152
958	3480	148
959	3487	145
960	3491	141
961	3494	138
962	3499	134
963	3506	130
964	3510	127
965	3516	123
966	3520	120
967	3523	116
968	3526	112
969	3531	109
970	3535	105
971	3539	101
972	3543	98
973	3546	94
974	3552	91
975	3555	87
976	3558	83
977	3564	80
978	3568	76
979	3571	72
980	3574	69
981	3579	65
982	3582	61
983	3585	58
984	3588	54
985	3591	50
986	3594	47
987	3599	43
988	3635	40
989	3640	36
990	3649	33
991	3652	29
992	3655	25
993	3661	22
994	3665	18
995	3668	14
996	3671	11
997	3675	7
998	3679	3
999	3682	0
